Date,EW Portfolio Returns,EF Portfolio Returns,RISK-FREE RATE
1991-10-01,0.021687599999999998,-0.014267266489283958,0.0042
1991-11-01,-0.048010783333333334,-0.05861952763361803,0.0039
1991-12-01,0.15802013333333334,0.13701948936207503,0.0038
1992-01-01,0.0012970833333333359,0.053472256743569244,0.0034
1992-02-01,0.007295566666666665,0.005448245571633919,0.0028
1992-03-01,-0.04270365,-0.039595150360420044,0.0034
1992-04-01,-0.027601566666666667,-0.02443257545797722,0.0032
1992-05-01,0.021561833333333336,0.008257418380218796,0.0028
1992-06-01,-0.023952133333333337,-0.04419217141578148,0.0032
1992-07-01,0.07545046666666667,0.07993295164557565,0.0031
1992-08-01,-0.04156276666666667,-0.05510547860573855,0.0026
1992-09-01,0.004300266666666662,0.005319364672797057,0.0026
1992-10-01,0.04882661666666666,0.07281966141832696,0.0023
1992-11-01,0.054907416666666674,0.044609041036875866,0.0023
1992-12-01,-0.010486483333333331,-0.022215799262221256,0.0028
1993-01-01,-0.02675951666666667,-0.04291507895034343,0.0023
1993-02-01,-0.007021299999999999,-0.0039026994411839886,0.0022
1993-03-01,0.013962850000000004,-0.03965216060062053,0.0025
1993-04-01,-0.04188011666666666,-0.04910597329171551,0.0024
1993-05-01,0.033262716666666664,0.028891992814372304,0.0022
1993-06-01,0.006741899999999999,0.0035116316681550377,0.0025
1993-07-01,-0.061610450000000004,-0.06549980764494491,0.0024
1993-08-01,0.07980280000000001,0.04872143384432739,0.0025
1993-09-01,0.007394383333333332,0.01009593499709181,0.0026
1993-10-01,0.020839866666666665,0.06904544147969713,0.0022
1993-11-01,0.01237005,0.039371518988714514,0.0025
1993-12-01,0.005768216666666667,-0.0001805871185793055,0.0023
1994-01-01,0.024255,0.03790147347887493,0.0025
1994-02-01,-0.057582616666666676,-0.038516122692582686,0.0021
1994-03-01,-0.06981388333333334,-0.08688208917763399,0.0027
1994-04-01,0.013205316666666668,-0.001771452687312323,0.0027
1994-05-01,0.03597385,0.05383513939681436,0.0031
1994-06-01,-0.037686916666666674,-0.04223701041377496,0.0031
1994-07-01,0.03137383333333334,-4.750847119051969e-05,0.0028
1994-08-01,0.07608535,0.07743082762825489,0.0037
1994-09-01,-0.03662651666666667,-0.030556944501675506,0.0037
1994-10-01,0.0545952,0.07312300238903484,0.0038
1994-11-01,-0.02628541666666667,-0.01895050889504582,0.0037
1994-12-01,-0.0007853999999999995,-0.004673600697477173,0.0044
1995-01-01,0.0557315,0.055867666652044234,0.0042
1995-02-01,0.0664774,0.05611443324204157,0.004
1995-03-01,0.018950250000000002,0.02683850602685308,0.0046
1995-04-01,0.03680948333333333,0.035516309854588264,0.0044
1995-05-01,0.056287733333333326,0.047214170219833186,0.0054
1995-06-01,0.04263820000000001,0.047563943947765794,0.0047
1995-07-01,0.046766133333333335,0.015650581250154838,0.0045
1995-08-01,0.019572483333333335,0.02622253342902845,0.0047
1995-09-01,0.07806351666666667,0.06634391967590297,0.0043
1995-10-01,0.032411866666666664,0.05376825784134625,0.0047
1995-11-01,0.0695266,0.07237749066124698,0.0042
1995-12-01,0.04376295,0.04431618030460255,0.0049
1996-01-01,0.06679951666666668,0.03669639225365073,0.0043
1996-02-01,0.0012503333333333342,0.023762369899402953,0.0039
1996-03-01,0.024939383333333332,0.03925861563231209,0.0039
1996-04-01,0.00515295,0.008860906313636157,0.0046
1996-05-01,0.029443149999999998,0.041541287120138465,0.0042
1996-06-01,0.021921350000000003,0.003522219481344015,0.004
1996-07-01,-0.05380411666666667,-0.08058031093519338,0.0045
1996-08-01,0.0497024,0.07836661348974895,0.0041
1996-09-01,0.07618380000000001,0.07705071720581098,0.0044
1996-10-01,0.03751275,0.04147629809311163,0.0042
1996-11-01,0.0887282,0.06917577757327582,0.0041
1996-12-01,-0.03425638333333333,-0.04028419281533684,0.0046
1997-01-01,0.07450813333333332,0.07513317989588238,0.0045
1997-02-01,0.040844283333333335,0.04275786752232613,0.0039
1997-03-01,-0.053460183333333335,-0.035555984987480686,0.0043
1997-04-01,0.06113653333333334,0.02957000522668336,0.0043
1997-05-01,0.04895128333333333,0.08358950101390454,0.0049
1997-06-01,0.09106515000000001,0.09380300199805194,0.0037
1997-07-01,0.08572941666666666,0.08340098219202854,0.0043
1997-08-01,-0.07239741666666667,-0.05595393112093428,0.0041
1997-09-01,0.0909172,0.1038584957860372,0.0044
1997-10-01,-0.02006308333333333,-0.002170388968349473,0.0042
1997-11-01,0.039647850000000005,0.021597555391805228,0.0039
1997-12-01,0.046866050000000006,0.041468916735644276,0.0048
1998-01-01,0.0035128499999999997,0.0039529446223624315,0.0043
1998-02-01,0.09432481666666666,0.08086741671933015,0.0039
1998-03-01,0.03568271666666667,0.002215412552234536,0.0039
1998-04-01,0.008176849999999998,0.021572896598673515,0.0043
1998-05-01,-0.021763133333333334,-0.032197169623242136,0.004
1998-06-01,0.04104815,0.052815213951896076,0.0041
1998-07-01,-0.008702833333333335,-0.024328249549473917,0.004
1998-08-01,-0.1788446,-0.10813859564224948,0.0043
1998-09-01,0.012428899999999996,0.029661912040586946,0.0046
1998-10-01,0.17135891666666667,0.1891010663173083,0.0032
1998-11-01,0.07195576666666668,0.07026396155696832,0.0031
1998-12-01,0.037943583333333336,0.07013043960129155,0.0038
1999-01-01,0.05152473333333333,0.028678814742199132,0.0035
1999-02-01,-0.0015236833333333334,-0.005473296213284437,0.0035
1999-03-01,0.038215650000000004,0.030771740282668443,0.0043
1999-04-01,0.0011260333333333317,-0.03053643526470474,0.0037
1999-05-01,-0.03858561666666667,-0.03893588506723002,0.0034
1999-06-01,0.08574298333333333,0.08555065609834372,0.004
1999-07-01,-0.04733685,-0.03388567703009279,0.0038
1999-08-01,0.04080468333333334,0.1042514541422668,0.0039
1999-09-01,-0.06851001666666667,-0.0850683856806326,0.0039
1999-10-01,0.16039209999999995,0.13566832863253425,0.0039
1999-11-01,-0.005910666666666671,0.008421083757726345,0.0036
1999-12-01,0.011481616666666666,0.06164082054589346,0.0044
2000-01-01,-0.007007000000000008,-0.025879534402351183,0.0041
2000-02-01,-0.08197878333333333,-0.08344629710704278,0.0043
2000-03-01,0.04556493333333334,-0.05470882110459806,0.0047
2000-04-01,-0.010447983333333334,0.014402016840776683,0.0046
2000-05-01,0.0650276,0.05150143996489667,0.005
2000-06-01,0.06082743333333335,0.09545807661158523,0.004
2000-07-01,0.021360166666666666,0.010669487171456275,0.0048
2000-08-01,0.01341541666666667,-0.04313732087593562,0.005
2000-09-01,0.00904896666666667,0.040203022386168054,0.0051
2000-10-01,0.04220993333333334,0.07063790781540881,0.0056
2000-11-01,-0.009014683333333339,0.021528351999159263,0.0051
2000-12-01,0.07923905,0.07258997212461962,0.005
2001-01-01,0.007484949999999995,-0.023438000775286502,0.0054
2001-02-01,-0.06620716666666666,-0.04374339805527022,0.0038
2001-03-01,-0.0700524,-0.07685954187575406,0.0042
2001-04-01,0.06587093333333334,0.048536658337953814,0.0039
2001-05-01,0.0366927,0.05135335380252485,0.0032
2001-06-01,-0.03456566666666667,-0.045627874286034556,0.0028
2001-07-01,0.015458299999999994,0.04722435298843425,0.003
2001-08-01,-0.0196383,-0.015218739486611876,0.0031
2001-09-01,-0.040426833333333335,-0.024936753735584172,0.0028
2001-10-01,0.04127621666666667,0.030285361460063272,0.0022
2001-11-01,0.06610248333333334,0.07582621961819874,0.0017
2001-12-01,-0.01125795,-0.012163454453116793,0.0015
